Название;Описание;Артикул;Поставщик;Ссылка;Цена Each;Цена Case
Acetic Acid 96% for AnalysisEMSURE* 1L;ACETIC ACID 96% FOR ANALY (1L);EM1.00062.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.1000;$155.00;$910.00
Mercury(II) Thiocyanate for Analysis REAGENT PH EUR 25G;MERCURY(II) THIOCYANATE (25G);EM1.04484.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04484.0025;$208.00;$20,652.00
EMSURE* Sodium perchlorate monohydrate for analysis 25kg;SODIUM PERCHLORATE MONOHYDRATE;EM1.06564.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06564.9025;$10,204.00;Цена для Case не найдена
EMSURE* Calcium nitrate tetrahydrate for analysis 500g;CALCIUM NITRATE TETRAHYDRATE F;EM1.02121.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02121.0500;$208.00;$1,206.00
EMSURE* Potassium peroxodisulfate for analysis 250g;plastic bottle;EM1.05091.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05091.0250;$94.00;$1,802.00
EMSURE* Potassium peroxodisulfate for analysis 1kg;POTASSIUM PEROXODISULFATE FOR;EM1.05091.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05091.1000;$105.00;$624.00
Sodium Dichromate Dihydrate for AnalysisEMSURE* ACS 250G;SODIUM DICHROMATE DIHYD (250G);EM1.06336.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06336.0250;$207.00;$14,256.00
Tetrahydrofuran for AnalysisEMSURE* ACS, REAGENT PH EUR 25L;TETRAHYDROFURAN FOR ANAL (25L);EM1.09731.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09731.6025;$3,829.00;Цена для Case не найдена
Sodium Hydroxide Solution Min. 45% For A 25L;SODIUM HYDROXIDE SOL MIN. 45;EM1.11360.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.11360.9025;$772.00;Цена для Case не найдена
Sodium Dichromate Dihydrate for AnalysisEMSURE* ACS 1Kg;SODIUM DICHROMATE DIHYDR (1KG);EM1.06336.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06336.1000;$603.00;$3,523.00
EMSURE* Tin(II) chloride dihydrate for analysis 1kg 1kg;TIN(II) CHLORIDE DIHYDRATE FOR;EM1.07815.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07815.1000;$1,320.00;$7,625.00
EMSURE* di-Ammonium hydrogen citrate for analysis 2.5kg;DI-AMMONIUM HYDROGEN CITRATE F;EM1.01154.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01154.2500;$924.00;$3,588.00
EMSURE* Potassium disulfite for analysis 500g;POTASSIUM DISULFITE FOR ANALYS 500 G;EM1.05057.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05057.0500;$89.00;$1,746.00
Sodium Hydroxide Solution About 32% For 25L;SODIUM HYDROXIDE SOL ABOUT 32;EM1.05590.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05590.9025;$739.00;Цена для Case не найдена
N-Butyl Acetate for AnalysisEMSURE* 2. 5L;N-BUTYL ACETATE FOR ANA (2.5L);EM1.09652.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09652.2500;$377.00;$1,421.00
Dimethyl Sulfoxide for AnalysisEMSURE* ACS 1L;DIMETHYL SULFOXIDE FOR AN (1L);EM1.02952.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02952.1000;$239.00;$1,365.00
Glycerol 85% for AnalysisEMSURE* REAGENT PH EUR 2. 5L;GLYCEROL 85% FOR ANALYS (2.5L);EM1.04094.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04094.2500;$541.50;$2,065.33
Acetic Acid 96% for AnalysisEMSURE* 25L;ACETIC ACID 96% FOR ANAL (25L);EM1.00062.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.9025;$1,141.00;Цена для Case не найдена
Petroleum Benzine Boiling Range 30-50 GRADE C for AnalysisEMSURE* 2. 5L;PETROLEUM BENZINE BOILI (2.5L);EM1.01786.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01786.2500;$528.00;$1,984.00
1,4-Dioxane for AnalysisEMSURE* ACS,ISO 1L;1,4-DIOXANE FOR ANALYSIS (1L);EM1.09671.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09671.1000;$302.00;$1,725.00
Formic Acid 98-100% for AnalysisEMSURE* ACS, REAGENT PH EUR 25L;FORMIC ACID 98-100% FOR (25L);EM1.00264.9026;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00264.9026;$1,815.00;Цена для Case не найдена
Emsure* Hydrochloric Acid Fuming 37% Grade: Acs,Iso, Material: Plastic, Size: 1 L;HYDROCHLORIC ACID FUMING ACS 1L PLASTIC;EM1.00317.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00317.1011;$55.00;Цена для Case не найдена
Chloroform for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;CHLOROFORM FOR ANALYSIS (25L);EM1.02445.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02445.6025;$2,601.00;Цена для Case не найдена
Methanol for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 1L;METHANOL FOR ANALYSIS EMS (1L);EM1.06009.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06009.1000;$77.00;$388.00
Diethyl Ether for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;DIETHYL ETHER FOR ANALYS (25L);EM1.00921.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00921.6025;$3,943.00;Цена для Case не найдена
Methanol for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;METHANOL FOR ANALYSIS EM (25L);EM1.06009.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06009.6025;$1,432.00;Цена для Case не найдена
Acetonitrile for AnalysisEMSURE* ACS, REAGENT PH EUR 2. 5L;ACETONITRILE FOR ANALYS (2.5L);EM1.00003.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00003.2500;$340.00;$1,315.00
Tert-Butanol for AnalysisEMSURE* ACS, REAGENT PH EUR 25L;TERT-BUTANOL FOR ANALYSI (25L);EM1.09629.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09629.9025;$1,903.35;Цена для Case не найдена
Sodium Hydroxide Pellets For Analysis 1Kg;SODIUM HYDROXIDE PELLETS 1KG;EM1.06498.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06498.1000;$148.00;Цена для Case не найдена
EMSURE* Sodium perchlorate monohydrate for analysis 25kg;SODIUM PERCHLORATE MONOHYDRATE;EM1.06564.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06564.9025;$10,204.00;Цена для Case не найдена
EMSURE* Calcium nitrate tetrahydrate for analysis 500g;CALCIUM NITRATE TETRAHYDRATE F;EM1.02121.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02121.0500;$208.00;$1,206.00
EMSURE* Zinc sulfate heptahydrate for analysis 50kg;ZINC SULFATE HEPTAHYDRATE FOR;EM1.08883.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.08883.9050;$11,291.00;Цена для Case не найдена
Sodium Hydroxide Solution Min. 45% For A 25L;SODIUM HYDROXIDE SOL MIN. 45;EM1.11360.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.11360.9025;$772.00;Цена для Case не найдена
Chloroform for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 1L;CHLOROFORM FOR ANALYSIS E (1L);EM1.02445.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02445.1000;$121.00;$691.00
EMSURE* Potassium peroxodisulfate for analysis 250g;plastic bottle;EM1.05091.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05091.0250;$94.00;$1,802.00
EMSURE* Potassium peroxodisulfate for analysis 1kg;POTASSIUM PEROXODISULFATE FOR;EM1.05091.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05091.1000;$105.00;$624.00
EMSURE* Tin(II) chloride dihydrate for analysis 250g;PLASTIC BOTTLE;EM1.07815.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07815.0250;$537.00;$3,141.00
Petroleum Benzine Boiling Range 60-80 GRADE C for AnalysisEMSURE* 2. 5L;PETROLEUM BENZINE BOILI (2.5L);EM1.01774.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01774.2500;$336.00;$1,285.00
EMSURE* Ammonium dihydrogen phosphate for analysis 500g Plastic bottle packaging;AMMONIUM DIHYDROGEN PHOSPHATE;EM1.01126.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01126.0500;$194.00;$1,124.00
Dimethyl Sulfoxide for AnalysisEMSURE* ACS 2. 5L;DIMETHYL SULFOXIDE FOR (2.5L);EM1.02952.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02952.2511;$368.00;$1,455.00
EMSURE* Ammonium sulfate for analysis 100g;AMMONIUM SULFATE FOR ANALYSIS;EM1.01217.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01217.0100;$121.00;$8,516.00
EMSURE* Ammonium sulfate for analysis 5kg;AMMONIUM SULFATE FOR ANALYSIS;EM1.01217.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01217.5000;$978.00;$3,838.00
N,N-Dimethylformamide for AnalysisEMSURE* ACS,ISO,REAGENT PH EUR 25L;N,N-DIMETHYLFORMAMIDE FO (25L);EM1.03053.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03053.6025;$6,034.00;Цена для Case не найдена
Petroleum Benzine for Analysis Boiling Range 40-60 GRADE CEMSURE* ACS, ISO 1L;PETROLEUM BENZINE FOR ANA (1L);EM1.01775.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01775.1000;$139.00;$794.00
EMSURE* Sodium chloride for analysis 25kg;SODIUM CHLORIDE FOR ANALYSIS E;EM1.06404.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06404.9025;$1,397.00;Цена для Case не найдена
Ethanol Absolute for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 180L;ETHANOL ABSOLUTE FOR AN (180L);EM1.00983.9180;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00983.9180;$9,626.00;Цена для Case не найдена
Sodium Hydroxide Solution Min. 27%(1.30) 25L;SODIUM HYDROXIDE SOL MIN. 27(;EM1.05591.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05591.9025;$699.00;Цена для Case не найдена
EMSURE* Aluminium nitrate nonahydrate for analysis 500g;ALUMINIUM NITRATE NONAHYDRATE;EM1.01063.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01063.0500;$206.00;$1,181.00
1,4-Dioxane for AnalysisEMSURE* ACS,ISO 250Ml;1,4-DIOXANE FOR ANALYS (250ML);EM1.09671.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09671.0250;$92.00;$1,015.00
EMSURE* Barium chloride dihydrate for analysis 1kg;BARIUM CHLORIDE DIHYDRATE FOR;EM1.01719.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01719.1000;$312.00;$1,837.00
EmsureN-Hexane for Analysis;N-HEXANE FOR ANALYSIS EMS (4L);EM1.04374.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04374.4000;$345.00;Цена для Case не найдена
EMSURE* Potassium peroxodisulfate for analysis 250g;POTASSIUM PEROXODISULFATE FOR;EM1.05092.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05092.0250;$160.00;$632.00
EMSURE* di-Ammonium hydrogen citrate for analysis 500g;DI-AMMONIUM HYDROGEN CITRATE F;EM1.01154.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01154.0500;$329.00;$3,798.00
Dimethyl Sulfoxide for AnalysisEMSURE* ACS 2. 5L;DIMETHYL SULFOXIDE FOR (2.5L);EM1.02952.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02952.2500;$407.00;$1,609.00
N-Butyl Acetate for AnalysisEMSURE* 1L;N-BUTYL ACETATE FOR ANALY (1L);EM1.09652.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09652.1000;$191.00;$1,086.00
Acetic Acid 96% for AnalysisEMSURE* 2. 5L;ACETIC ACID 96% FOR ANA (2.5L);EM1.00062.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.2500;$372.00;$1,428.00
Acetic Acid 96% for AnalysisEMSURE* 1L;ACETIC ACID 96% FOR ANALY (1L);EM1.00062.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.1011;$147.00;$856.00
EMSURE* Sodium perchlorate monohydrate for analysis 100g;SODIUM PERCHLORATE MONOHYDRATE;EM1.06564.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06564.0100;$159.00;$5,646.00
EMSURE* Tin(II) chloride dihydrate for analysis 1kg 1kg;TIN(II) CHLORIDE DIHYDRATE FOR;EM1.07815.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07815.1000;$1,320.00;$7,625.00
Dimethyl Sulfoxide for AnalysisEMSURE* ACS 1L;DIMETHYL SULFOXIDE FOR AN (1L);EM1.02952.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.02952.1000;$239.00;$1,365.00
Glycerol 85% for AnalysisEMSURE* REAGENT PH EUR 2. 5L;GLYCEROL 85% FOR ANALYS (2.5L);EM1.04094.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.04094.2500;$541.50;$2,065.33
N-Butyl Acetate for AnalysisEMSURE* 2. 5L;N-BUTYL ACETATE FOR ANA (2.5L);EM1.09652.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09652.2500;$377.00;$1,421.00
Sodium Hydroxide Solution About 32% For 25L;SODIUM HYDROXIDE SOL ABOUT 32;EM1.05590.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05590.9025;$739.00;Цена для Case не найдена
Acetic Acid 96% for AnalysisEMSURE* 25L;ACETIC ACID 96% FOR ANAL (25L);EM1.00062.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.9025;$1,141.00;Цена для Case не найдена
ISOamyl Alcohol for AnalysisEMSURE* ACS, REAGENT PH EUR 2. 5L;ISOAMYL ALCOHOL FOR ANA (2.5L);EM1.00979.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00979.2500;$504.00;$1,926.00
Trichloroacetic Acid for AnalysisEMSURE* ACS, REAGENT PH EUR 1Kg;TRICHLOROACETIC ACID FOR (1KG);EM1.00807.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00807.1000;$771.00;$4,511.00
Trichloroacetic Acid for AnalysisEMSURE* ACS, REAGENT PH EUR 250G;TRICHLOROACETIC ACID FO (250G);EM1.00807.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00807.0250;$513.00;$2,965.00
1,4-Dioxane for AnalysisEMSURE* ACS,ISO 25L;1,4-DIOXANE FOR ANALYSIS (25L);EM1.09671.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09671.6025;$6,346.00;Цена для Case не найдена
EMSURE* Barium chloride dihydrate for analysis 50kg;BARIUM CHLORIDE DIHYDRATE FOR;EM1.01719.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01719.9050;$9,447.00;Цена для Case не найдена
EMSURE* Barium chloride dihydrate for analysis 5kg;BARIUM CHLORIDE DIHYDRATE FOR;EM1.01719.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01719.5000;$1,071.00;$4,181.00
EMSURE* Magnesium sulfate anhydrous for analysis 1kg;MAGNESIUM SULFATE ANHYDROUS FO;EM1.06067.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06067.1000;$445.00;$1,738.00
EMSURE* Magnesium sulfate anhydrous for analysis 25kg;MAGNESIUM SULFATE ANHYDROUS FO;EM1.06067.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06067.9025;$8,136.00;Цена для Case не найдена
Sodium Hydroxide Solution Min. 27%(1.30) 2.5L;SODIUM HYDROXIDE SOL MIN. 27(;EM1.05591.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05591.2500;$172.00;$653.00
EMSURE* Potassium disulfate (Potassium pyrosulfate) for analysis 50kg;POTASSIUM DISULFATE FOR ANALYS;EM1.05107.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05107.9050;Inquire for Price;Цена для Case не найдена
Boric Acid for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 5Kg;BORIC ACID FOR ANALYSIS (5KG);EM1.00165.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00165.5000;$580.00;$2,257.00
EMSURE* Ammonium dihydrogen phosphate for analysis 50g Fibre carton Packaging 50kg;AMMONIUM DIHYDROGEN PHOSPHATE;EM1.01126.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01126.9050;$9,429.00;Цена для Case не найдена
EmsureSilver Diethyldithiocarbamate for Analysis (Reagent for Arsenic and Antimony);Grade - ACS ,Reagent pH Eur, Cas Number 1470-61-7 5G Glass Bottle;EM1.01515.0005;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01515.0005;$363.00;$107,606.00
ISOamyl Alcohol for AnalysisEMSURE* ACS, REAGENT PH EUR 1L;ISOAMYL ALCOHOL FOR ANALY (1L);EM1.00979.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00979.1000;$245.00;$1,399.00
Formic Acid 98-100% for AnalysisEMSURE* ACS, REAGENT PH EUR 25L;FORMIC ACID 98-100% FOR (25L);EM1.00264.9026;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00264.9026;$1,815.00;Цена для Case не найдена
Emsure* Hydrochloric Acid Fuming 37% Grade: Acs,Iso, Material: Plastic, Size: 1 L;HYDROCHLORIC ACID FUMING ACS 1L PLASTIC;EM1.00317.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00317.1011;$55.00;Цена для Case не найдена
Sodium Hydroxide Pellets For Analysis 1Kg;SODIUM HYDROXIDE PELLETS 1KG;EM1.06498.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06498.1000;$148.00;Цена для Case не найдена
Tert-Butanol for AnalysisEMSURE* ACS, REAGENT PH EUR 25L;TERT-BUTANOL FOR ANALYSI (25L);EM1.09629.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09629.9025;$1,903.35;Цена для Case не найдена
Methanol for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 1L;METHANOL FOR ANALYSIS EMS (1L);EM1.06009.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06009.1000;$77.00;$388.00
Methanol for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;METHANOL FOR ANALYSIS EM (25L);EM1.06009.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06009.6025;$1,432.00;Цена для Case не найдена
Tert-Butanol for AnalysisEMSURE* ACS, REAGENT PH EUR 500Ml;TERT-BUTANOL FOR ANALY (500ML);EM1.09629.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.09629.0500;$106.92;$610.67
EmsureAcetone for Analysis Grade ACS ,Iso,Reagent pH Eur 4L;Cas Number 67-64-1;EM1.00014.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00014.4000;$307.00;$1,176.00
Acetone for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ACETONE FOR ANALYSIS EM (2.5L);EM1.00014.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00014.2500;$199.00;$759.00
Diethyl Ether for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 10L;DIETHYL ETHER FOR ANALYS (10L);EM1.00921.6010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00921.6010;$1,189.00;Цена для Case не найдена
Methanol for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;METHANOL FOR ANALYSIS E (2.5L);EM1.06009.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06009.2511;$125.00;$470.00
Methanol for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;METHANOL FOR ANALYSIS E (2.5L);EM1.06009.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06009.2500;$136.00;$524.00
Methanol for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;METHANOL FOR ANALYSIS EM (25L);EM1.06009.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06009.9025;$685.00;Цена для Case не найдена
Acetonitrile for AnalysisEMSURE* ACS, REAGENT PH EUR 10L;ACETONITRILE FOR ANALYSI (10L);EM1.00003.6010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00003.6010;$1,104.00;Цена для Case не найдена
Dichloromethane for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 190L;DICHLOROMETHANE FOR ANA (190L);EM1.06050.9190;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06050.9190;$5,551.00;Цена для Case не найдена
